waifu_id,name,series,series_id,genre,rarity,image_url,favorites,about,stats,elemental_type,archetype,potency,elemental_resistances,favorite_gifts,special_dialogue
599,Amane Ubuyashiki,Kimetsu no Yaiba,61,Anime,1,https://cdn.myanimelist.net/images/characters/14/465502.jpg,13,Amane Ubuyashiki is the wife and caretaker of Kagaya Ubuyashiki.,"{""hp"": 65, ""atk"": 59, ""mag"": 66, ""vit"": 95, ""spr"": 128, ""int"": 128, ""spd"": 65, ""lck"": 79}","[""light""]",Priest,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
600,Hinatsuru,Kimetsu no Yaiba,61,Anime,1,https://cdn.myanimelist.net/images/characters/8/459860.jpg,41,"Age: 21
Hair color: black
Hinatsuru is a kunoichi and one of Tengen Uzui's wives.
(Source: Kimetsu no Yaiba Wiki)","{""hp"": 70, ""atk"": 106, ""mag"": 70, ""vit"": 70, ""spr"": 66, ""int"": 82, ""spd"": 141, ""lck"": 127}","[""dark""]",Ninja,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""S""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
601,Makio,Kimetsu no Yaiba,61,Anime,1,https://cdn.myanimelist.net/images/characters/7/459853.jpg,51,"Makio has a headstrong personality and is both bold, and confident in the way she acts. Out of her two co-wives, Makio tends to have less patience with Suma. When the women fought the obi in the underground cavern, Makio can be seen berating her for being condescending acting somewhat irritated.
(Source: Kimetsu no Yaiba Wiki)","{""hp"": 64, ""atk"": 130, ""mag"": 63, ""vit"": 72, ""spr"": 63, ""int"": 66, ""spd"": 137, ""lck"": 129}","[""dark""]",Assassin,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""S""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
602,Suma,Kimetsu no Yaiba,61,Anime,1,https://cdn.myanimelist.net/images/characters/15/464879.jpg,106,"Age: 19
Hair color: Black
Eye color: Blue
Suma is a kunoichi and one of Tengen Uzui's wives.
(Source: Kimetsu no Yaiba Wiki)","{""hp"": 65, ""atk"": 100, ""mag"": 58, ""vit"": 71, ""spr"": 61, ""int"": 67, ""spd"": 136, ""lck"": 128}","[""dark""]",Ninja,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""S""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
603,Daki,Kimetsu no Yaiba,61,Anime,2,https://cdn.myanimelist.net/images/characters/16/464771.jpg,374,"Daki is a member of the Twelve Demon Moons, holding the position of Upper Moon Six.","{""hp"": 95, ""atk"": 130, ""mag"": 130, ""vit"": 95, ""spr"": 74, ""int"": 73, ""spd"": 106, ""lck"": 66}","[""dark""]",Reaper,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""S""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
604,Shizu Shinazugawa,Kimetsu no Yaiba,61,Anime,1,https://cdn.myanimelist.net/images/characters/14/511506.jpg,2,,"{""hp"": 71, ""atk"": 61, ""mag"": 68, ""vit"": 69, ""spr"": 92, ""int"": 105, ""spd"": 69, ""lck"": 81}","[""light""]",Healer,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
605,Koinatsu,Kimetsu no Yaiba,61,Anime,1,https://cdn.myanimelist.net/images/characters/8/464878.jpg,2,Koinatsu is the oiran of the Tokito House.,"{""hp"": 87, ""atk"": 90, ""mag"": 92, ""vit"": 93, ""spr"": 84, ""int"": 87, ""spd"": 90, ""lck"": 89}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
606,Mitsuha Miyamizu,Kimi no Na wa.,62,Anime,3,https://cdn.myanimelist.net/images/characters/5/336342.jpg,7718,"Age: 17
Birthday: December 1
Zodiac: Sagittarius 
Mitsuha is generally a kind individual like Taki. She is a very determined person, sometimes persistent, and is also adventurous. Mitsuha wants to live in the city because she is desperately getting tired of the countryside.","{""hp"": 66, ""atk"": 59, ""mag"": 99, ""vit"": 59, ""spr"": 109, ""int"": 126, ""spd"": 100, ""lck"": 142}","[""light"", ""void""]",Oracle,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""S""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""resist"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
607,Yotsuha Miyamizu,Kimi no Na wa.,62,Anime,2,https://cdn.myanimelist.net/images/characters/8/484504.jpg,130,"Mitsuha's younger sister, who lives with her and their grandmother. She thinks her sister is somewhat crazy but loves her despite the situation. She participates in creating both kumihimo and kuchikamizake.
(Source: Wikipedia)","{""hp"": 87, ""atk"": 89, ""mag"": 89, ""vit"": 90, ""spr"": 89, ""int"": 93, ""spd"": 87, ""lck"": 91}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Cake""]",{}
608,Futaba Miyamizu,Kimi no Na wa.,62,Anime,1,https://cdn.myanimelist.net/images/characters/13/341157.jpg,3,"Futaba Miyamizu was the wife of Toshiki and the mother of Mitsuha and Yotsuha. She was a caring mother with a very high level of devotion to the Miyamizu family shrine and their religion, even when on her death bed. 
Despite everything, she always believed things will turn out the way they're supposed to.","{""hp"": 71, ""atk"": 59, ""mag"": 72, ""vit"": 67, ""spr"": 102, ""int"": 97, ""spd"": 71, ""lck"": 75}","[""light""]",Healer,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Cake""]",{}
609,Miki Okudera,Kimi no Na wa.,62,Anime,2,https://cdn.myanimelist.net/images/characters/7/484495.jpg,368,"A university student, she works in the same restaurant as Taki. She and Taki have a mutual crush on each other. She is more commonly referred to as Ms. Okudera or senpai (a respectful term for upperclassman).
(Source: Wikipedia)","{""hp"": 88, ""atk"": 91, ""mag"": 95, ""vit"": 93, ""spr"": 94, ""int"": 94, ""spd"": 86, ""lck"": 90}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
610,Yukari Yukino,Kimi no Na wa.,62,Anime,1,https://cdn.myanimelist.net/images/characters/6/209419.jpg,731,"In Kotonoha no Niwa, she is a mysterious 27-year-old woman Takao meets one rainy day in the garden. She spends her days with chocolate in one hand and a beer in the other. Their rainy morning meetings begin after she responds to Takao's greeting in classic verse.
In Kimi no Na wa, she is Mitsuha, Tessie, and Sayaka's Japanese literature teacher. She teaches them the word ""Kataware-doki,"" meaning ""twilight"" in the local Hida dialect.
(Source: Official site, edit)","{""hp"": 73, ""atk"": 57, ""mag"": 99, ""vit"": 71, ""spr"": 117, ""int"": 133, ""spd"": 88, ""lck"": 91}","[""neutral""]",Sage,"{""Mage"": ""B"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Roses"", ""Sakura Petals""]",{}
611,Sakura Yamauchi,Kimi no Suizou wo Tabetai,63,Anime,3,https://cdn.myanimelist.net/images/characters/6/364192.jpg,3921,"A high school student who suffers a pancreatic disease, has her lifespan dramatically shortened. She has a diary called ""Living with Dying"" where she writes about her daily experiences since her illness was first diagnosed.
Despite her situation, she keeps her smile and even jokes about it.","{""hp"": 71, ""atk"": 82, ""mag"": 102, ""vit"": 68, ""spr"": 76, ""int"": 78, ""spd"": 128, ""lck"": 129}","[""light""]",Dancer,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""S"", ""Debuffer"": ""S"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Cake""]",{}
612,Kyouko Takimoto,Kimi no Suizou wo Tabetai,63,Anime,1,https://cdn.myanimelist.net/images/characters/14/373090.jpg,56,"Kyouko Takimoto is one of the main supporting characters in the I Want to Eat Your Pancreas series and the best friend of Sakura Yamauchi. It is hinted at the end of the story that she might end up dating Issei Miyata.
(Source: Wiki)","{""hp"": 101, ""atk"": 109, ""mag"": 90, ""vit"": 104, ""spr"": 96, ""int"": 84, ""spd"": 97, ""lck"": 105}","[""neutral""]",Champion,"{""Mage"": ""C"", ""Attacker"": ""B"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""B"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Cake""]",{}
613,Minato Shirakawa,Kiniro Mosaic,64,Anime,1,https://cdn.myanimelist.net/images/characters/11/218571.jpg,1,A close friend of Isami.,"{""hp"": 94, ""atk"": 86, ""mag"": 93, ""vit"": 89, ""spr"": 92, ""int"": 93, ""spd"": 93, ""lck"": 93}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
614,Kanna Kamui,Kobayashi-san Chi no Maid Dragon,65,Anime,3,https://cdn.myanimelist.net/images/characters/2/322173.jpg,10483,"Tohru's friend from the dragon realm who got exiled from her world and winds up living with Kobayashi as well. She is very young by dragon standards and starts attending 3rd Grade in Japan in her humanized form. She initially assumes that Kobayashi seduced Tohru into staying and wanted her to return to their original world. She later grows attached to Kobayashi, viewing her as a mother figure.
(Source: Wikipedia)","{""hp"": 91, ""atk"": 87, ""mag"": 150, ""vit"": 90, ""spr"": 94, ""int"": 99, ""spd"": 137, ""lck"": 77}","[""wind""]",Elementalist,"{""Mage"": ""S"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""weak"", ""wind"": ""resist"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
615,Kobayashi,Kobayashi-san Chi no Maid Dragon,65,Anime,3,https://cdn.myanimelist.net/images/characters/3/456442.jpg,3113,"Age: 25
A normal office worker who suddenly finds herself living with a dragon. While typically stoic and kind-hearted, she can get wild when drunk and has a particular fascination with maids. She is occasionally mistaken as a boy, due to her lack of feminine features, particularly her flat chest.
(Source: Wikipedia)","{""hp"": 86, ""atk"": 78, ""mag"": 101, ""vit"": 89, ""spr"": 126, ""int"": 143, ""spd"": 89, ""lck"": 80}","[""neutral""]",Engineer,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Cake""]",{}
616,Tooru,Kobayashi-san Chi no Maid Dragon,65,Anime,3,https://cdn.myanimelist.net/images/characters/11/322676.jpg,5946,"Tooru is a female dragon who has the ability to transform into the shape of a human girl. After her life is saved by Kobayashi, she falls in love with her and starts living in her apartment as a maid. She usually retains her horns when changing into human shape, and occasionally retains her tail. She is commonly mistaken for a cosplayer.
(Source: Wikipedia)","{""hp"": 119, ""atk"": 112, ""mag"": 148, ""vit"": 116, ""spr"": 99, ""int"": 128, ""spd"": 120, ""lck"": 78}","[""fire"", ""dark""]",Sorcerer,"{""Mage"": ""S"", ""Attacker"": ""C"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""D"", ""Defender"": ""C"", ""Specialist"": ""D""}","{""fire"": ""resist"", ""water"": ""weak"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
617,Elma,Kobayashi-san Chi no Maid Dragon,65,Anime,2,https://cdn.myanimelist.net/images/characters/4/456446.jpg,1550,"A female dragon belonging to the Order faction, rival to Touru's Chaos faction, who ends up working alongside Kobayashi at her office after getting stuck in the human world. She is as powerful as she is diligent and driven, but also naive and easily swayed by food due to her low income.
(Source: Wikipedia)","{""hp"": 113, ""atk"": 111, ""mag"": 72, ""vit"": 131, ""spr"": 129, ""int"": 98, ""spd"": 78, ""lck"": 73}","[""water"", ""light""]",Paladin,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""C"", ""Debuffer"": ""C"", ""Defender"": ""B"", ""Specialist"": ""C""}","{""fire"": ""resist"", ""water"": ""resist"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""weak"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Cake""]",{}
618,Quetzalcoatl,Kobayashi-san Chi no Maid Dragon,65,Anime,2,https://cdn.myanimelist.net/images/characters/3/456444.jpg,1646,"A dragon goddess and another friend of Tohru, lost her divine status centuries ago after getting drunk and causing a scandal, much like the Quetzalcoatl of the original myth. Appears in her human form as a tall, voluptuous woman.
(Source: Wikipedia)","{""hp"": 104, ""atk"": 81, ""mag"": 117, ""vit"": 101, ""spr"": 148, ""int"": 140, ""spd"": 91, ""lck"": 85}","[""light""]",Sage of Light,"{""Mage"": ""C"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
619,Riko Saikawa,Kobayashi-san Chi no Maid Dragon,65,Anime,1,https://cdn.myanimelist.net/images/characters/4/374534.jpg,170,"Kanna's classmate in elementary school who is initially hostile towards her but soon develops a crush on her, a running gag that involves this character is that every time she and Kanna make contact, Saikawa immediately blushes with bliss.
(Source: Wikipedia)","{""hp"": 86, ""atk"": 94, ""mag"": 90, ""vit"": 90, ""spr"": 86, ""int"": 93, ""spd"": 90, ""lck"": 92}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
620,Georgie Saikawa,Kobayashi-san Chi no Maid Dragon,65,Anime,1,https://cdn.myanimelist.net/images/characters/14/374536.jpg,26,Saikawa's sister who pretends to be a housemaid.,"{""hp"": 90, ""atk"": 92, ""mag"": 91, ""vit"": 94, ""spr"": 93, ""int"": 83, ""spd"": 92, ""lck"": 89}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
621,Chloe,Kobayashi-san Chi no Maid Dragon,65,Anime,1,https://cdn.myanimelist.net/images/characters/11/464621.jpg,4,Chloe is a girl that Kanna meets during her trip to the United States. Kanna's new friend.,"{""hp"": 77, ""atk"": 61, ""mag"": 123, ""vit"": 71, ""spr"": 96, ""int"": 124, ""spd"": 93, ""lck"": 81}","[""dark""]",Mage,"{""Mage"": ""S"", ""Attacker"": ""D"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
622,Ilulu,Kobayashi-san Chi no Maid Dragon,65,Anime,2,https://cdn.myanimelist.net/images/characters/5/529026.jpg,530,"A Chaos dragon who targets Tohru because of her relationship with a human, attempting to destroy the city in the process. She then turns her eye to Kobayashi, trying to drive her and Tohru apart to prove her beliefs, but after Kobayashi and Tohru save her from an Order dragon she has a change of heart and ends up living with them. Ilulu appears in her human form as a petite girl with massive breasts and wide hips.
(Source: Wikipedia, edited)","{""hp"": 103, ""atk"": 110, ""mag"": 141, ""vit"": 109, ""spr"": 92, ""int"": 114, ""spd"": 112, ""lck"": 66}","[""fire"", ""dark""]",Sorcerer,"{""Mage"": ""S"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""D"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""resist"", ""water"": ""weak"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""weak"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
623,Shouko Nishimiya,Koe no Katachi,66,Anime,3,https://cdn.myanimelist.net/images/characters/5/302315.jpg,16286,"Birthday: June 7
Blood type: A
A young, deaf transfer student with an amazingly positive outlook on life. Despite being a victim of continuous bullying, she always keeps a smile on her face.","{""hp"": 66, ""atk"": 56, ""mag"": 68, ""vit"": 86, ""spr"": 146, ""int"": 127, ""spd"": 68, ""lck"": 86}","[""light""]",Priest,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""D"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""resist""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
624,Maria Ishida,Koe no Katachi,66,Anime,1,https://cdn.myanimelist.net/images/characters/10/324718.jpg,229,"Ishida's young niece who lives with Ishida and his family. Maria is half-Japanese from her mother's side and half-Brazilian from her father's side.
(Source: Wikipedia)","{""hp"": 83, ""atk"": 92, ""mag"": 87, ""vit"": 86, ""spr"": 82, ""int"": 91, ""spd"": 92, ""lck"": 82}","[""neutral""]",Ally,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""B"", ""Buffer"": ""B"", ""Debuffer"": ""C"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
625,Miyako Ishida,Koe no Katachi,66,Anime,1,https://cdn.myanimelist.net/images/characters/6/330353.jpg,174,"A kind and loving single mother of Shouya and his older sister who owns a hair salon. She cares for her granddaughter Maria as well as Ishida and often lets Yuzuru stay around the house. She became disappointed upon learning that Ishida bullied Nishimiya and had to pay 1.7 million yen for all the hearing aids Ishida broke.
(Source: Wikipedia)","{""hp"": 72, ""atk"": 61, ""mag"": 73, ""vit"": 72, ""spr"": 98, ""int"": 99, ""spd"": 70, ""lck"": 77}","[""light""]",Healer,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""S"", ""Buffer"": ""S"", ""Debuffer"": ""C"", ""Defender"": ""D"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""resist"", ""dark"": ""weak""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
626,Miki Kawai,Koe no Katachi,66,Anime,1,https://cdn.myanimelist.net/images/characters/6/324715.jpg,17,"Nicknamed ""Kawaiichi,"" Kawai was the school representative at Ishida's elementary school. She is popular and normally takes charge of situations and is shown to be kind to everyone; however, all her actions seem to have her academic reputation in mind. Kawai is also a narcissist who believes that everyone should love her, as well as wanting to be the victim in every problem she faces.
(Source: Wikipedia)","{""hp"": 65, ""atk"": 89, ""mag"": 93, ""vit"": 71, ""spr"": 67, ""int"": 82, ""spd"": 130, ""lck"": 123}","[""neutral""]",Trickster,"{""Mage"": ""C"", ""Attacker"": ""C"", ""Healer"": ""C"", ""Buffer"": ""C"", ""Debuffer"": ""S"", ""Defender"": ""C"", ""Specialist"": ""C""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""neutral"", ""wind"": ""neutral"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
627,Yaeko Nishimiya,Koe no Katachi,66,Anime,1,https://cdn.myanimelist.net/images/characters/2/337970.jpg,29,"A cold woman, who after catching a virus from her husband during pregnancy, left Nishimiya deaf. Her husband's family quickly filed for a divorce. When her husband left, she was pregnant with Yuzuru and her mother helped her raise both her daughters.
(Source: Wikipedia)","{""hp"": 129, ""atk"": 105, ""mag"": 58, ""vit"": 125, ""spr"": 103, ""int"": 87, ""spd"": 68, ""lck"": 70}","[""earth""]",Sentinel,"{""Mage"": ""D"", ""Attacker"": ""D"", ""Healer"": ""D"", ""Buffer"": ""B"", ""Debuffer"": ""D"", ""Defender"": ""S"", ""Specialist"": ""D""}","{""fire"": ""neutral"", ""water"": ""neutral"", ""earth"": ""resist"", ""wind"": ""weak"", ""nature"": ""neutral"", ""neutral"": ""neutral"", ""void"": ""neutral"", ""light"": ""neutral"", ""dark"": ""neutral""}","[""Chocolate"", ""Roses"", ""Hair Ribbon""]",{}
